ORDER_ID,household_key,DAY,STORE_ID,WEEK_NO,TransTime
32173219651,853,353,367,51,"T1708"
32186415965,853,354,367,51,"T1016"
32186983312,853,355,367,51,"T1437"
32204289443,853,356,367,52,"T1720"
32258959847,853,360,367,52,"T1648"
32259531402,853,361,367,52,"T1059"
32305170164,853,363,367,53,"T1707"
32407822927,853,364,367,53,"T1653"
32408363992,853,365,367,53,"T1710"
32408929226,853,366,367,53,"T1718"
32444594566,853,367,367,53,"T1705"
32478424203,853,370,367,54,"T1657"
32505179241,853,372,367,54,"T1656"
32555876426,853,374,367,54,"T1110"
32556459413,853,375,367,54,"T1457"
32557062063,853,376,367,54,"T1257"
32589361151,853,377,367,55,"T1100"
32602260961,853,378,367,55,"T1055"
32614111238,853,379,367,55,"T1117"
32629986076,853,380,367,55,"T1051"
32629986125,853,380,367,55,"T1057"
32670869796,853,381,367,55,"T1721"
32670869861,853,381,367,55,"T1728"
32704409725,853,384,367,56,"T1719"
32715678986,853,385,367,56,"T1704"
32730274364,853,386,367,56,"T1703"
32744149650,853,387,367,56,"T1723"
32759083956,853,388,367,56,"T1507"
32760381971,853,390,367,56,"T1204"
32794254018,853,391,367,57,"T1717"
32811599064,853,392,367,57,"T1715"
32823478910,853,393,367,57,"T1700"
32835433876,853,394,367,57,"T1642"
32848344302,853,395,367,57,"T1627"
32872834690,853,398,367,58,"T1708"
32895114111,853,399,367,58,"T1706"
32931539278,853,400,367,58,"T1700"
32956379788,853,402,367,58,"T1654"
32956951181,853,403,367,58,"T1029"
32956951302,853,403,367,58,"T1043"
32989754213,853,405,367,59,"T1636"
33001818855,853,406,367,59,"T1703"
33015734270,853,407,367,59,"T1704"
33040775382,853,409,367,59,"T1728"
33065271032,853,412,367,60,"T1037"
33094674597,853,413,367,60,"T1715"
33106554329,853,414,367,60,"T1733"
33118399339,853,415,367,60,"T1709"
33155302961,853,418,367,60,"T2002"
33167759145,853,419,367,61,"T1700"
33179974417,853,420,367,61,"T1736"
33192079323,853,421,367,61,"T1700"
33203925126,853,422,367,61,"T1820"
33216914917,853,423,367,61,"T1703"
33239426409,853,425,367,61,"T1110"
33251654476,853,426,367,62,"T1718"
33293349085,853,427,367,62,"T1655"
33293919096,853,428,367,62,"T1703"
33316014280,853,429,367,62,"T1654"
33329052869,853,430,367,62,"T1332"
33362692455,853,433,367,63,"T2200"
33385518101,853,434,367,63,"T1506"
33397461681,853,435,367,63,"T1152"
33460563968,853,441,367,64,"T1711"
33472451219,853,440,367,64,"T1114"
33482039321,853,442,367,64,"T1722"
33493369494,853,443,367,64,"T1709"
33505839879,853,444,367,64,"T1654"
33506441265,853,445,367,64,"T1043"
33655002117,853,446,367,64,"T2104"
33655579018,853,447,367,65,"T1700"
33656138590,853,448,367,65,"T1642"
33656730433,853,449,367,65,"T0826"
33656734169,853,449,367,65,"T1720"
33768493854,853,456,367,66,"T1638"
33769088947,853,457,367,66,"T1651"
33823812345,853,460,367,66,"T1254"
33848358957,853,462,367,67,"T1719"
33894110293,853,463,367,67,"T0731"
33894114900,853,463,367,67,"T1811"
33905974461,853,464,367,67,"T1713"
33919140578,853,465,367,67,"T1717"
33983174291,853,470,367,68,"T1729"
33994154578,853,471,367,68,"T1738"
34009720117,853,472,367,68,"T1735"
34010325891,853,473,367,68,"T1003"
34010326417,853,473,367,68,"T1103"
34032461080,853,474,367,68,"T1052"
34044967980,853,475,367,69,"T1456"
34056984231,853,476,367,69,"T1729"
34072829307,853,477,367,69,"T1732"
34133242210,853,481,367,69,"T2208"
34137019485,853,478,367,69,"T1711"
34137019499,853,478,367,69,"T1712"
34141469234,853,482,367,70,"T1709"
34164174161,853,483,367,70,"T1711"
34178155300,853,484,367,70,"T0745"
34178159392,853,484,367,70,"T1739"
34186109354,853,485,367,70,"T1708"
34291679067,853,491,367,71,"T1702"
34321586580,853,492,367,71,"T1204"
34337639672,853,493,367,71,"T1701"
34337639697,853,493,367,71,"T1703"
34573667462,853,495,367,71,"T1304"
34574889658,853,496,367,72,"T1704"
34576165556,853,497,367,72,"T1918"
34576769430,853,498,367,72,"T1726"
34577354230,853,499,367,72,"T1709"
34641710277,853,500,367,72,"T1730"
34642306290,853,501,367,72,"T1041"
34664553028,853,502,367,72,"T1418"
34748909163,853,503,367,73,"T1728"
34762044342,853,504,367,73,"T1732"
34837180163,853,506,367,73,"T0656"
34850184148,853,507,367,73,"T1702"
34872974499,853,509,367,73,"T1624"
35080154563,853,511,367,74,"T1741"
35108843756,853,513,367,74,"T1622"
35293534205,853,517,367,75,"T1718"
35333604025,853,518,367,75,"T1719"
35386319640,853,519,367,75,"T1749"
35412534512,853,520,367,75,"T1720"
35573609931,853,524,367,76,"T1827"
35597389675,853,525,367,76,"T1740"
35597974756,853,526,367,76,"T1748"
35701157774,853,531,367,77,"T2234"
35713849405,853,532,367,77,"T1719"
35726818971,853,533,367,77,"T1718"
35730109617,853,534,367,77,"T1735"
35865509181,853,537,367,77,"T1521"
40025424546,853,545,367,79,"T1734"
40037354784,853,546,367,79,"T1804"
40050239541,853,547,367,79,"T1744"
40061724234,853,548,367,79,"T1714"
40085231077,853,550,367,79,"T1035"
40097398636,853,551,367,79,"T1433"
40097400347,853,551,367,79,"T1717"
40106659602,853,552,367,80,"T1754"
40126659105,853,553,367,80,"T1734"
40127794805,853,555,367,80,"T1725"
40186348225,853,558,367,80,"T2057"
40198555152,853,559,367,81,"T1729"
40198555238,853,559,367,81,"T1735"
40210659847,853,560,367,81,"T1736"
40248070441,853,563,367,81,"T1728"
40248667857,853,564,367,81,"T1407"
40278973086,853,565,367,81,"T1211"
40278976090,853,565,367,81,"T1615"
40283415414,853,566,367,82,"T1736"
40300184591,853,567,367,82,"T1711"
40335565394,853,569,367,82,"T0804"
40335572858,853,569,367,82,"T2119"
40340491146,853,570,367,82,"T1748"
40341093092,853,571,367,82,"T1306"
40341737984,853,572,367,82,"T2013"
40387099583,853,574,367,83,"T1713"
40423596351,853,578,367,83,"T1034"
40423599097,853,578,367,83,"T1402"
40435888322,853,579,367,83,"T1337"
40435888462,853,579,367,83,"T1347"
40435889614,853,579,367,83,"T1536"
40447474874,853,576,367,83,"T1752"
40447486285,853,577,367,83,"T1755"
40460215109,853,580,367,84,"T1722"
40472340041,853,581,367,84,"T1743"
40484354469,853,582,367,84,"T1702"
40496374461,853,583,367,84,"T1713"
40532893141,853,586,367,84,"T2044"
40545105583,853,587,367,85,"T1728"
40556167159,853,588,367,85,"T1201"
40556167270,853,588,367,85,"T1212"
40565240525,853,589,367,85,"T1759"
40618318393,853,593,367,85,"T1333"
40630450194,853,594,367,86,"T1726"
40630451840,853,594,367,86,"T1935"
40642529907,853,595,367,86,"T1718"
40651977479,853,596,367,86,"T1345"
40651977548,853,596,367,86,"T1353"
40680363633,853,599,367,86,"T1344"
40702984599,853,600,367,86,"T1523"
40727260353,853,602,367,87,"T1735"
40727260788,853,602,367,87,"T1810"
40739295171,853,603,367,87,"T1749"
40751455462,853,604,367,87,"T1740"
40764747892,853,605,367,87,"T1306"
40788294992,853,607,367,87,"T1525"
40800516621,853,608,367,88,"T1116"
40813116839,853,609,367,88,"T1755"
40813116938,853,609,367,88,"T1801"
40826277194,853,610,367,88,"T1630"
40840780891,853,611,367,88,"T0913"
40876823997,853,614,367,88,"T1459"
40888815761,853,615,367,89,"T1750"
40899955254,853,616,367,89,"T1734"
40941316225,853,619,367,89,"T1742"
40941316337,853,619,367,89,"T1750"
41008202934,853,622,367,90,"T2113"
41026105534,853,623,367,90,"T1745"
41109310137,853,625,367,90,"T1735"
41123767369,853,626,367,90,"T1236"
41124388799,853,627,367,90,"T1349"
41159967490,853,629,367,91,"T2104"
41225140510,853,631,367,91,"T1742"
41238280363,853,632,367,91,"T0751"
41238284080,853,632,367,91,"T1605"
41258846588,853,633,367,91,"T1807"
41260113900,853,635,367,91,"T1418"
41324347594,853,638,367,92,"T1951"
41337856358,853,639,367,92,"T1755"
41337856446,853,639,367,92,"T1801"
41351708753,853,640,367,92,"T1306"
41351712360,853,640,367,92,"T1703"
41351712460,853,640,367,92,"T1710"
41492858295,853,651,367,94,"T1432"
41505852275,853,652,367,94,"T1309"
41518895307,853,653,367,94,"T1747"
41531840352,853,654,367,94,"T1744"
41544946634,853,655,367,94,"T1111"
41544946699,853,655,367,94,"T1117"
41544948908,853,655,367,94,"T1404"
41560027523,853,656,367,94,"T1250"
41573505565,853,657,367,95,"T1746"
41587281951,853,658,367,95,"T1233"
41613475351,853,660,367,95,"T1752"
41613475424,853,660,367,95,"T1757"
41665698125,853,664,367,96,"T2117"
41717228158,853,668,367,96,"T1411"
41756105189,853,671,367,97,"T1808"
41757931618,853,670,367,96,"T1219"
41769530406,853,672,367,97,"T1815"
41782381137,853,673,367,97,"T2009"
41795191004,853,674,367,97,"T1049"
41809362313,853,675,367,97,"T1238"
41809945713,853,676,367,97,"T0936"
41834501705,853,677,367,97,"T1144"
41834503951,853,677,367,97,"T1441"
41878240812,853,680,367,98,"T1809"
41891270724,853,681,367,98,"T1744"
41904255286,853,682,367,98,"T1734"
41931207757,853,684,367,98,"T1243"
41944485556,853,685,367,99,"T1809"
41996145234,853,689,367,99,"T1707"
42009157706,853,690,367,99,"T1234"
42009160666,853,690,367,99,"T1614"
42030556570,853,691,367,99,"T1638"
42038892337,853,692,367,100,"T1721"
42049387639,853,693,367,100,"T1542"
42062915747,853,694,367,100,"T1059"
42076414929,853,695,367,100,"T1804"
42090266944,853,696,367,100,"T1219"
42090266989,853,696,367,100,"T1224"
42097315193,853,697,367,100,"T1611"
42115093436,853,698,367,100,"T1423"
42237619948,853,707,367,102,"T1733"
42276157345,853,710,367,102,"T1224"
27442202895,883,39,367,6,"T1256"
27442781865,883,40,367,6,"T1201"
27600908895,883,52,367,8,"T1552"
27600909112,883,52,367,8,"T1616"
27672970844,883,58,367,9,"T1927"
27672970849,883,58,367,9,"T1928"
27709122683,883,61,367,9,"T1309"
27709122785,883,61,367,9,"T1318"
27720724334,883,62,367,10,"T1704"
27732789730,883,63,367,10,"T1715"
27798101667,883,69,367,11,"T1128"
27864947532,883,74,367,11,"T1234"
27864947613,883,74,367,11,"T1242"
27900810164,883,77,367,12,"T1833"
27900810205,883,77,367,12,"T1837"
27949870361,883,81,367,12,"T1616"
28024585339,883,89,367,13,"T1628"
28024585415,883,89,367,13,"T1633"
28056974299,883,90,367,14,"T1650"
28106048658,883,94,367,14,"T1439"
28154389540,883,98,367,15,"T1707"
28154389659,883,98,367,15,"T1720"
28154389670,883,98,367,15,"T1721"
28179455002,883,100,367,15,"T1721"
28210399105,883,103,367,15,"T1446"
28210399178,883,103,367,15,"T1452"
28242886084,883,104,367,16,"T1018"
28243437265,883,105,367,16,"T2103"
28318018351,883,111,367,17,"T1510"
28318018382,883,111,367,17,"T1515"
28331249470,883,112,367,17,"T1650"
28331249486,883,112,367,17,"T1651"
28344348214,883,113,367,17,"T1515"
28344348232,883,113,367,17,"T1516"
28379131334,883,116,367,17,"T1834"
28511973578,883,121,367,18,"T1554"
28511973581,883,121,367,18,"T1555"
28536574372,883,122,367,18,"T1624"
28536574525,883,122,367,18,"T1638"
28537743480,883,124,367,18,"T1433"
28571638570,883,126,367,19,"T1614"
28600757688,883,127,367,19,"T1423"
28601308676,883,128,367,19,"T1615"
28628854795,883,130,367,19,"T1601"
28771245412,883,139,367,21,"T0827"
28790109009,883,144,367,21,"T1450"
28918959712,883,149,367,22,"T1758"
28918959821,883,149,367,22,"T1810"
28941414329,883,152,367,22,"T1538"
28941414464,883,152,367,22,"T1550"
29124882637,883,162,367,24,"T1324"
29124884379,883,162,367,24,"T1620"
29124886367,883,162,367,24,"T1917"
29124886849,883,162,367,24,"T2001"
29141569133,883,163,367,24,"T1631"
29221417845,883,168,367,25,"T1428"
29238324022,883,169,367,25,"T1639"
29272994571,883,171,367,25,"T1647"
29276488568,883,172,367,25,"T1342"
29277081174,883,173,367,25,"T1038"
29277081900,883,173,367,25,"T1156"
29352557501,883,178,367,26,"T1314"
29353129960,883,179,367,26,"T1553"
29353728351,883,180,367,26,"T1415"
29353728370,883,180,367,26,"T1417"
29507543916,883,187,367,27,"T1517"
29507544093,883,187,367,27,"T1533"
29590272731,883,190,367,28,"T1402"
29590272767,883,190,367,28,"T1407"
29602211424,883,191,367,28,"T1141"
29671293403,883,192,367,28,"T1413"
29671872925,883,193,367,28,"T1303"
29702039548,883,195,367,29,"T1647"
29702039624,883,195,367,29,"T1654"
29738299082,883,197,367,29,"T1629"
29773219106,883,198,367,29,"T1638"
29773219116,883,198,367,29,"T1639"
29807577009,883,200,367,29,"T1827"
30031721834,883,201,367,29,"T1143"
30032315076,883,202,367,30,"T1723"
30035843424,883,208,367,30,"T1352"
30054262391,883,214,367,31,"T1209"
30054262407,883,214,367,31,"T1210"
30175731871,883,223,367,33,"T1145"
30202114075,883,225,367,33,"T1617"
30228878921,883,227,367,33,"T1454"
30503398021,883,229,367,33,"T1316"
30578477870,883,235,367,34,"T1247"
30579061648,883,236,367,34,"T1841"
30579061685,883,236,367,34,"T1845"
30579643127,883,237,367,35,"T1423"
30580219168,883,238,367,35,"T1641"
30628069491,883,242,367,35,"T1452"
30673481487,883,244,367,36,"T1136"
30701175069,883,247,367,36,"T1628"
30731088855,883,248,367,36,"T1650"
30743099428,883,249,367,36,"T1605"
30792827479,883,253,367,37,"T1340"
30818571165,883,254,367,37,"T1053"
30818571172,883,254,367,37,"T1055"
30845379282,883,257,367,37,"T1539"
30856971469,883,258,367,38,"T1145"
30856972047,883,258,367,38,"T1247"
30856973577,883,258,367,38,"T1540"
30856973581,883,258,367,38,"T1540"
30871341659,883,259,367,38,"T1230"
30930093147,883,263,367,38,"T1344"
30954524363,883,265,367,39,"T1700"
30954524375,883,265,367,39,"T1701"
30971573112,883,266,367,39,"T1444"
30983624319,883,267,367,39,"T1636"
31019800959,883,270,367,39,"T1646"
31046226888,883,272,367,40,"T1228"
31070430007,883,274,367,40,"T1634"
31114154790,883,277,367,40,"T1304"
31134558945,883,279,367,41,"T1609"
31160601705,883,281,367,41,"T1225"
31198481877,883,285,367,41,"T1324"
31242416904,883,287,367,42,"T1258"
31268740191,883,289,367,42,"T1906"
31467615146,883,301,367,44,"T0614"
31467617670,883,301,367,44,"T1453"
31623492697,883,309,367,45,"T1428"
31624052052,883,310,367,45,"T1309"
31672262313,883,313,367,45,"T1306"
31699118261,883,315,367,46,"T1550"
31747611529,883,319,367,46,"T1055"
31788948189,883,322,367,47,"T1547"
31803663337,883,323,367,47,"T1553"
31832743055,883,325,367,47,"T1408"
31920097154,883,332,367,48,"T1301"
31920097699,883,332,367,48,"T1359"
31932092708,883,333,367,48,"T1333"
31944424908,883,334,367,48,"T1637"
31993048291,883,338,367,49,"T1606"
32090420868,883,346,367,50,"T1002"
32090420949,883,346,367,50,"T1015"
32090425576,883,346,367,50,"T1815"
32113517909,883,348,367,50,"T1353"
32149281609,883,351,367,51,"T1214"
32186982126,883,355,367,51,"T1251"
32204285142,883,356,367,52,"T0619"
32204288109,883,356,367,52,"T1508"
32231577486,883,358,367,52,"T1355"
32231577591,883,358,367,52,"T1408"
32408927972,883,366,367,53,"T1502"
32541728749,883,373,367,54,"T1633"
32555879647,883,374,367,54,"T1630"
32557065343,883,376,367,54,"T1736"
32629987875,883,380,367,55,"T1455"
32670870591,883,381,367,55,"T1846"
32759082081,883,388,367,56,"T1204"
32759085985,883,388,367,56,"T1747"
32794250565,883,391,367,57,"T0932"
32811601314,883,392,367,57,"T2122"
32848342397,883,395,367,57,"T1306"
32848344457,883,395,367,57,"T1640"
32848908133,883,396,367,57,"T2007"
32932102556,883,401,367,58,"T1349"
32956954307,883,403,367,58,"T1507"
33001818404,883,406,367,59,"T1612"
33132174682,883,416,367,60,"T1631"
33132736425,883,417,367,60,"T1050"
33167757288,883,419,367,61,"T1455"
33192079747,883,421,367,61,"T1740"
33217491219,883,424,367,61,"T1026"
33293920302,883,428,367,62,"T1916"
33385517013,883,434,367,63,"T1252"
33397463836,883,435,367,63,"T1617"
33420821915,883,437,367,63,"T1227"
33444186287,883,439,367,63,"T1900"
33460563952,883,441,367,64,"T1709"
33493368349,883,443,367,64,"T1508"
33654998540,883,446,367,64,"T1454"
33656733745,883,449,367,65,"T1631"
33657305172,883,450,367,65,"T0633"
33657902330,883,451,367,65,"T1241"
33658508588,883,452,367,65,"T1344"
33768494012,883,456,367,66,"T1654"
33769667537,883,458,367,66,"T1332"
33823814409,883,460,367,66,"T1609"
33848356623,883,462,367,67,"T1215"
33944581838,883,467,367,67,"T1204"
34009717724,883,472,367,68,"T1339"
34009717866,883,472,367,68,"T1353"
34032463237,883,474,367,68,"T1420"
34291677076,883,491,367,71,"T1307"
34337637261,883,493,367,71,"T1301"
34337639362,883,493,367,71,"T1632"
34573666857,883,495,367,71,"T1202"
34574887745,883,496,367,72,"T1357"
34576768291,883,498,367,72,"T1514"
34576768360,883,498,367,72,"T1522"
34664553804,883,502,367,72,"T1534"
34748908185,883,503,367,73,"T1502"
34748910017,883,503,367,73,"T1909"
34837183798,883,506,367,73,"T1616"
34850180113,883,507,367,73,"T0613"
35143821973,883,514,367,74,"T1222"
35412533253,883,520,367,75,"T1513"
35485950096,883,523,367,75,"T1654"
35597973334,883,526,367,76,"T1529"
35665277707,883,528,367,76,"T1317"
35701151380,883,531,367,77,"T1120"
35726815137,883,533,367,77,"T0640"
35730110718,883,534,367,77,"T1914"
35730110726,883,534,367,77,"T1915"
35840602547,883,535,367,77,"T1325"
35877396898,883,538,367,78,"T1238"
35891397578,883,539,367,78,"T1443"
36001843574,883,541,367,78,"T1541"
36029850631,883,543,367,78,"T1715"
40013574193,883,544,367,78,"T1551"
40072773975,883,549,367,79,"T1603"
40085234926,883,550,367,79,"T1608"
40097399258,883,551,367,79,"T1537"
40127793695,883,555,367,80,"T1541"
40128392477,883,556,367,80,"T1253"
40128392818,883,556,367,80,"T1320"
40210658545,883,560,367,81,"T1521"
40248066940,883,563,367,81,"T1203"
40278976202,883,565,367,81,"T1625"
40300182608,883,567,367,82,"T1335"
40340487071,883,570,367,82,"T1200"
40341737656,883,572,367,82,"T1934"
40341737665,883,572,367,82,"T1936"
40374078941,883,573,367,83,"T1517"
40374079811,883,573,367,83,"T1641"
40374079818,883,573,367,83,"T1641"
40435889507,883,579,367,83,"T1524"
40435889893,883,579,367,83,"T1603"
40447472768,883,576,367,83,"T1408"
