PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC
873203,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
890909,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
897946,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
918335,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
918368,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
932503,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
987562,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
987724,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
997907,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1001680,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1002558,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1018007,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1034686,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1038684,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1048272,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1070214,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1094691,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1095100,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1104027,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1126404,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1128553,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1129576,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1136257,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1137694,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1139827,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1150308,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1212646,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1215829,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1228687,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1230935,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1244745,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1257144,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1265565,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1269608,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1279525,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1285101,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1301712,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1322217,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1369168,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1383878,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1408239,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1421739,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1490618,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1541611,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1543657,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1582716,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1609016,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1624711,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1653712,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1662912,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1723907,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1746815,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1816786,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1833435,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1846362,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1883737,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1923583,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1939148,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1944140,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1951497,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1987573,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
1994092,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2004628,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2004879,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2010449,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2014247,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2024846,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2028657,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2053074,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2056165,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2061198,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2064522,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2068397,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2070175,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2133797,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2184832,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2395214,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2417134,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2455871,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2519954,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2536609,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2567634,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2610155,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2621715,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2639593,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2677466,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2821748,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2879635,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2987718,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
2996161,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
3796217,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5545021,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5545058,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5545070,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5545360,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5585701,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5591083,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5591170,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5591814,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5592094,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5592261,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5658578,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5663873,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5666557,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5683486,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5686845,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5687844,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5700781,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5700837,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5700870,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5724486,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5724593,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5724897,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5784588,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
5894993,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
6461948,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
6463742,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
6466212,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
9512938,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12381580,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12382851,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12384365,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12385373,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12385477,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12386122,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12387500,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12388595,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12391178,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12393421,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12394973,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
12399921,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14025185,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14025461,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14025614,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14025731,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14026910,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14027861,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
14030401,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
17248443,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
17248491,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
17248577,69,"GROCERY","Private","CHEESE","SHREDDED CHEESE"
27491,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
27657,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
28376,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
41528,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
131349,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
307705,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
387378,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
390920,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
397529,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
397770,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
405017,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
415208,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
563970,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
598106,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
642842,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
672839,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
730833,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
819765,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
843929,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
847186,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
854373,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
856166,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
865718,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
883940,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
899459,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
900418,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
908408,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
915064,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
917543,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
922096,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
922415,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
942817,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
944249,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
951221,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
954994,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
959985,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
985889,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
997189,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1013641,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1024032,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1027232,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1029619,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1034955,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1040371,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1053016,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1059922,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1076195,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1097139,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1106271,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1121252,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1124148,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1137726,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1138631,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1176586,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1269423,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1284630,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1286539,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1312148,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1324820,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1349131,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1354563,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1358853,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1399338,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1420101,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1426851,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1444670,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1448763,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1460905,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1473514,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1522307,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1601841,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1605492,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1607683,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1623472,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1632662,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1695198,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1708596,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1750889,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1755320,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1757876,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1759750,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1792866,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1813707,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1956750,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1958387,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
1972812,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2024803,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2046233,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2055991,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2064470,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2069231,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2072070,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2081333,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2386561,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2411599,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
2586186,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
3012716,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
3031169,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
3802215,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
8119096,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
8121909,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
8123705,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
10122879,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
10124439,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
12128490,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
12384728,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
12394838,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
12984227,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
27159,69,"GROCERY","Private","CHEESE","STRING CHEESE"
27735,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
27958,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
29479,69,"GROCERY","Private","CHEESE","LOAF CHEESE"
38085,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
39354,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
40178,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
40488,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
41149,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
41354,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
41477,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
41783,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
43611,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
44357,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
44371,69,"GROCERY","Private","CHEESE","NON-IWS SINGLE CHEESE"
45372,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
45478,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
45695,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
46370,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
47327,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
77280,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
125458,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
250081,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
258948,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
317292,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
393693,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
393746,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
399921,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
495232,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
505634,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
527037,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
527604,69,"GROCERY","Private","CHEESE","STRING CHEESE"
551584,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
552236,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
600656,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
654833,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
749318,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
759943,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
772121,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
779462,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
803852,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
823790,69,"GROCERY","Private","CHEESE","STRING CHEESE"
828588,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
829418,69,"GROCERY","Private","CHEESE","CHEESE CRACKERS (CHEEZ-ITS/GOL"
831888,69,"GROCERY","Private","CHEESE","STRING CHEESE"
835239,69,"GROCERY","Private","CHEESE","STRING CHEESE"
837012,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
837495,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
843464,69,"GROCERY","Private","CHEESE","NON-IWS SINGLE CHEESE"
852680,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
854327,69,"GROCERY","Private","CHEESE","STRING CHEESE"
860528,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
861246,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
868423,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
872177,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
872791,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
877447,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
880234,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
884353,69,"GROCERY","Private","CHEESE","MULTI-PACK CRACKERS"
886723,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
891118,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
893018,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
896757,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
897125,69,"GROCERY","Private","CHEESE","GRATED CHEESE"
902336,69,"GROCERY","Private","CHEESE","CHEESE CRACKERS (CHEEZ-ITS/GOL"
907392,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
910193,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
911157,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
922907,69,"GROCERY","Private","CHEESE","IWS SINGLE CHEESE"
926033,69,"GROCERY","Private","CHEESE","MISCELLANEOUS CHEESE"
926796,69,"GROCERY","Private","CHEESE","NATURAL CHEESE EXACT WT SLICES"
928754,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
931757,69,"GROCERY","Private","CHEESE","CREAM CHEESE"
